,date,city_1,country_1,city_2,country_2,working,source,lat_x,lng_x,same,duration_days,min_date,max_date,lat_y,lng_y,returns
3534,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-04,1952-09-03,35.2109787,-101.8667601,117
3535,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-05,1952-09-04,35.2109787,-101.8667601,117
3536,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-06,1952-09-05,36.0545737,-95.923037,117
3537,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-07,1952-09-06,36.0545737,-95.923037,117
3538,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-08,1952-09-07,36.0545737,-95.923037,117
3539,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-09,1952-09-08,36.0545737,-95.923037,117
3540,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-10,1952-09-09,36.0545737,-95.923037,117
3541,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-11,1952-09-10,36.0545737,-95.923037,117
3542,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-12,1952-09-11,36.0545737,-95.923037,117
3543,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-13,1952-09-12,36.0545737,-95.923037,117
3544,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-14,1952-09-13,36.0545737,-95.923037,117
3545,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-09-15,1952-09-14,36.0545737,-95.923037,117
3546,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-11-22,1952-11-21,36.0545737,-95.923037,117
3547,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-12-04,1952-12-03,36.0545737,-95.923037,117
3548,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-12-28,1952-12-27,35.2109787,-101.8667601,117
3549,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-12-29,1952-12-28,35.2109787,-101.8667601,117
3550,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-12-30,1952-12-29,35.2109787,-101.8667601,117
3551,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1952-12-31,1952-12-30,35.2109787,-101.8667601,117
3552,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-01-01,1952-12-31,35.2109787,-101.8667601,117
3553,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-01-08,1953-01-07,35.2109787,-101.8667601,117
3554,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-02-17,1953-02-16,35.2109787,-101.8667601,117
3555,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-02-18,1953-02-17,35.2109787,-101.8667601,117
3556,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-02-19,1953-02-18,35.2109787,-101.8667601,117
3557,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-02-20,1953-02-19,35.2109787,-101.8667601,117
3558,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-02-21,1953-02-20,35.2109787,-101.8667601,117
3559,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-02-24,1953-02-23,36.0545737,-95.923037,117
3560,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-06,1953-03-05,35.2109787,-101.8667601,117
3561,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-07,1953-03-06,35.2109787,-101.8667601,117
3562,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-08,1953-03-07,35.2109787,-101.8667601,117
3563,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-09,1953-03-08,35.2109787,-101.8667601,117
3564,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-10,1953-03-09,35.2109787,-101.8667601,117
3565,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-11,1953-03-10,35.2109787,-101.8667601,117
3566,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-12,1953-03-11,35.2109787,-101.8667601,117
3567,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-13,1953-03-12,35.2109787,-101.8667601,117
3568,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-16,1953-03-15,35.2109787,-101.8667601,117
3569,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-17,1953-03-16,35.2109787,-101.8667601,117
3570,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-20,1953-03-19,35.2109787,-101.8667601,117
3571,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-21,1953-03-20,35.2109787,-101.8667601,117
3572,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-22,1953-03-21,35.2109787,-101.8667601,117
3573,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-23,1953-03-22,35.2109787,-101.8667601,117
3574,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-24,1953-03-23,35.2109787,-101.8667601,117
3575,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-25,1953-03-24,35.2109787,-101.8667601,117
3576,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-03-26,1953-03-25,35.2109787,-101.8667601,117
3577,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-01,1953-03-31,35.2109787,-101.8667601,117
3578,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-02,1953-04-01,35.2109787,-101.8667601,117
3579,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-04,1953-04-03,35.2109787,-101.8667601,117
3580,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-05,1953-04-04,35.2109787,-101.8667601,117
3581,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-06,1953-04-05,35.2109787,-101.8667601,117
3582,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-07,1953-04-06,35.2109787,-101.8667601,117
3583,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-08,1953-04-07,,,117
3584,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-09,1953-04-08,35.2109787,-101.8667601,117
3585,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-04-10,1953-04-09,35.2109787,-101.8667601,117
3586,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-08-18,1953-08-17,35.2109787,-101.8667601,117
3587,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-07,1953-10-06,36.0545737,-95.923037,117
3588,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-08,1953-10-07,36.0545737,-95.923037,117
3589,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-12,1953-10-11,36.0545737,-95.923037,117
3590,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-13,1953-10-12,36.0545737,-95.923037,117
3591,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-24,1953-10-23,35.2109787,-101.8667601,117
3592,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-25,1953-10-24,35.2109787,-101.8667601,117
3593,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-26,1953-10-25,35.2109787,-101.8667601,117
3594,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-27,1953-10-26,35.2109787,-101.8667601,117
3595,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-28,1953-10-27,35.2109787,-101.8667601,117
3596,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-29,1953-10-28,35.2109787,-101.8667601,117
3597,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-30,1953-10-29,35.2109787,-101.8667601,117
3598,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-10-31,1953-10-30,35.2109787,-101.8667601,117
3599,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-01,1953-10-31,35.2109787,-101.8667601,117
3600,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-06,1953-11-05,35.2109787,-101.8667601,117
3601,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-07,1953-11-06,35.2109787,-101.8667601,117
3602,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-08,1953-11-07,35.2109787,-101.8667601,117
3603,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-09,1953-11-08,35.2109787,-101.8667601,117
3604,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-10,1953-11-09,35.2109787,-101.8667601,117
3605,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-12,1953-11-11,35.2109787,-101.8667601,117
3606,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-13,1953-11-12,35.2109787,-101.8667601,117
3607,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-14,1953-11-13,35.2109787,-101.8667601,117
3608,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-15,1953-11-14,35.2109787,-101.8667601,117
3609,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-16,1953-11-15,35.2109787,-101.8667601,117
3610,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-17,1953-11-16,35.2109787,-101.8667601,117
3611,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-18,1953-11-17,35.2109787,-101.8667601,117
3612,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-19,1953-11-18,35.2109787,-101.8667601,117
3613,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-22,1953-11-21,35.2109787,-101.8667601,117
3614,1951-09-10,,,,,,,35.2109787,-101.8667601,False,1,1953-11-23,1953-11-22,35.2109787,-101.8667601,117
3615,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-02-11,1950-02-10,36.0545737,-95.923037,117
3616,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-02-23,1950-02-22,36.0545737,-95.923037,117
3617,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-15,1950-11-14,35.2109787,-101.8667601,117
3618,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-16,1950-11-15,35.2109787,-101.8667601,117
3619,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-17,1950-11-16,35.2109787,-101.8667601,117
3620,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-18,1950-11-17,35.2109787,-101.8667601,117
3621,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-19,1950-11-18,35.2109787,-101.8667601,117
3622,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-20,1950-11-19,35.2109787,-101.8667601,117
3623,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-21,1950-11-20,35.2109787,-101.8667601,117
3624,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-22,1950-11-21,35.2109787,-101.8667601,117
3625,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-23,1950-11-22,35.2109787,-101.8667601,117
3626,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1950-11-24,1950-11-23,36.0545737,-95.923037,117
3627,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-09,1951-09-08,35.2109787,-101.8667601,117
3628,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-10,1951-09-09,35.2109787,-101.8667601,117
3629,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-11,1951-09-10,35.2109787,-101.8667601,117
3630,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-12,1951-09-11,35.2109787,-101.8667601,117
3631,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-13,1951-09-12,36.0545737,-95.923037,117
3632,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-14,1951-09-13,35.2109787,-101.8667601,117
3633,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-15,1951-09-14,35.2109787,-101.8667601,117
3634,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-16,1951-09-15,35.2109787,-101.8667601,117
3635,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-28,1951-09-27,35.2109787,-101.8667601,117
3636,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-29,1951-09-28,35.2109787,-101.8667601,117
3637,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-09-30,1951-09-29,35.2109787,-101.8667601,117
3638,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-10-01,1951-09-30,35.2109787,-101.8667601,117
3639,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-10-02,1951-10-01,35.2109787,-101.8667601,117
3640,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1951-10-06,1951-10-05,36.0545737,-95.923037,117
3641,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-14,1952-08-13,46.227638,2.213749,117
3642,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-15,1952-08-14,46.227638,2.213749,117
3643,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-16,1952-08-15,46.227638,2.213749,117
3644,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-18,1952-08-17,46.227638,2.213749,117
3645,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-20,1952-08-19,46.227638,2.213749,117
3646,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-22,1952-08-21,46.227638,2.213749,117
3647,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-23,1952-08-22,46.227638,2.213749,117
3648,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-08-26,1952-08-25,46.227638,2.213749,117
3649,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-01,1952-08-31,35.2109787,-101.8667601,117
3650,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-03,1952-09-02,35.2109787,-101.8667601,117
3651,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-04,1952-09-03,35.2109787,-101.8667601,117
3652,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-05,1952-09-04,35.2109787,-101.8667601,117
3653,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-06,1952-09-05,36.0545737,-95.923037,117
3654,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-07,1952-09-06,36.0545737,-95.923037,117
3655,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-08,1952-09-07,36.0545737,-95.923037,117
3656,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-09,1952-09-08,36.0545737,-95.923037,117
3657,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-10,1952-09-09,36.0545737,-95.923037,117
3658,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-11,1952-09-10,36.0545737,-95.923037,117
3659,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-12,1952-09-11,36.0545737,-95.923037,117
3660,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-13,1952-09-12,36.0545737,-95.923037,117
3661,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-14,1952-09-13,36.0545737,-95.923037,117
3662,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-09-15,1952-09-14,36.0545737,-95.923037,117
3663,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-11-22,1952-11-21,36.0545737,-95.923037,117
3664,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-12-04,1952-12-03,36.0545737,-95.923037,117
3665,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-12-28,1952-12-27,35.2109787,-101.8667601,117
3666,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-12-29,1952-12-28,35.2109787,-101.8667601,117
3667,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-12-30,1952-12-29,35.2109787,-101.8667601,117
3668,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1952-12-31,1952-12-30,35.2109787,-101.8667601,117
3669,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-01-01,1952-12-31,35.2109787,-101.8667601,117
3670,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-01-08,1953-01-07,35.2109787,-101.8667601,117
3671,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-02-17,1953-02-16,35.2109787,-101.8667601,117
3672,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-02-18,1953-02-17,35.2109787,-101.8667601,117
3673,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-02-19,1953-02-18,35.2109787,-101.8667601,117
3674,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-02-20,1953-02-19,35.2109787,-101.8667601,117
3675,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-02-21,1953-02-20,35.2109787,-101.8667601,117
3676,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-02-24,1953-02-23,36.0545737,-95.923037,117
3677,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-06,1953-03-05,35.2109787,-101.8667601,117
3678,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-07,1953-03-06,35.2109787,-101.8667601,117
3679,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-08,1953-03-07,35.2109787,-101.8667601,117
3680,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-09,1953-03-08,35.2109787,-101.8667601,117
3681,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-10,1953-03-09,35.2109787,-101.8667601,117
3682,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-11,1953-03-10,35.2109787,-101.8667601,117
3683,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-12,1953-03-11,35.2109787,-101.8667601,117
3684,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-13,1953-03-12,35.2109787,-101.8667601,117
3685,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-16,1953-03-15,35.2109787,-101.8667601,117
3686,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-17,1953-03-16,35.2109787,-101.8667601,117
3687,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-20,1953-03-19,35.2109787,-101.8667601,117
3688,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-21,1953-03-20,35.2109787,-101.8667601,117
3689,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-22,1953-03-21,35.2109787,-101.8667601,117
3690,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-23,1953-03-22,35.2109787,-101.8667601,117
3691,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-24,1953-03-23,35.2109787,-101.8667601,117
3692,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-25,1953-03-24,35.2109787,-101.8667601,117
3693,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-03-26,1953-03-25,35.2109787,-101.8667601,117
3694,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-01,1953-03-31,35.2109787,-101.8667601,117
3695,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-02,1953-04-01,35.2109787,-101.8667601,117
3696,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-04,1953-04-03,35.2109787,-101.8667601,117
3697,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-05,1953-04-04,35.2109787,-101.8667601,117
3698,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-06,1953-04-05,35.2109787,-101.8667601,117
3699,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-07,1953-04-06,35.2109787,-101.8667601,117
3700,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-08,1953-04-07,,,117
3701,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-09,1953-04-08,35.2109787,-101.8667601,117
3702,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-04-10,1953-04-09,35.2109787,-101.8667601,117
3703,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-08-18,1953-08-17,35.2109787,-101.8667601,117
3704,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-07,1953-10-06,36.0545737,-95.923037,117
3705,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-08,1953-10-07,36.0545737,-95.923037,117
3706,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-12,1953-10-11,36.0545737,-95.923037,117
3707,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-13,1953-10-12,36.0545737,-95.923037,117
3708,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-24,1953-10-23,35.2109787,-101.8667601,117
3709,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-25,1953-10-24,35.2109787,-101.8667601,117
3710,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-26,1953-10-25,35.2109787,-101.8667601,117
3711,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-27,1953-10-26,35.2109787,-101.8667601,117
3712,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-28,1953-10-27,35.2109787,-101.8667601,117
3713,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-29,1953-10-28,35.2109787,-101.8667601,117
3714,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-30,1953-10-29,35.2109787,-101.8667601,117
3715,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-10-31,1953-10-30,35.2109787,-101.8667601,117
3716,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-01,1953-10-31,35.2109787,-101.8667601,117
3717,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-06,1953-11-05,35.2109787,-101.8667601,117
3718,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-07,1953-11-06,35.2109787,-101.8667601,117
3719,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-08,1953-11-07,35.2109787,-101.8667601,117
3720,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-09,1953-11-08,35.2109787,-101.8667601,117
3721,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-10,1953-11-09,35.2109787,-101.8667601,117
3722,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-12,1953-11-11,35.2109787,-101.8667601,117
3723,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-13,1953-11-12,35.2109787,-101.8667601,117
3724,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-14,1953-11-13,35.2109787,-101.8667601,117
3725,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-15,1953-11-14,35.2109787,-101.8667601,117
3726,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-16,1953-11-15,35.2109787,-101.8667601,117
3727,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-17,1953-11-16,35.2109787,-101.8667601,117
3728,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-18,1953-11-17,35.2109787,-101.8667601,117
3729,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-19,1953-11-18,35.2109787,-101.8667601,117
3730,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-22,1953-11-21,35.2109787,-101.8667601,117
3731,1951-09-11,,,,,,,35.2109787,-101.8667601,False,1,1953-11-23,1953-11-22,35.2109787,-101.8667601,117
3732,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-02-11,1950-02-10,36.0545737,-95.923037,117
3733,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-02-23,1950-02-22,36.0545737,-95.923037,117
3734,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-15,1950-11-14,35.2109787,-101.8667601,117
3735,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-16,1950-11-15,35.2109787,-101.8667601,117
3736,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-17,1950-11-16,35.2109787,-101.8667601,117
3737,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-18,1950-11-17,35.2109787,-101.8667601,117
3738,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-19,1950-11-18,35.2109787,-101.8667601,117
3739,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-20,1950-11-19,35.2109787,-101.8667601,117
3740,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-21,1950-11-20,35.2109787,-101.8667601,117
3741,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-22,1950-11-21,35.2109787,-101.8667601,117
3742,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-23,1950-11-22,35.2109787,-101.8667601,117
3743,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1950-11-24,1950-11-23,36.0545737,-95.923037,117
3744,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-09,1951-09-08,35.2109787,-101.8667601,117
3745,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-10,1951-09-09,35.2109787,-101.8667601,117
3746,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-11,1951-09-10,35.2109787,-101.8667601,117
3747,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-12,1951-09-11,35.2109787,-101.8667601,117
3748,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-13,1951-09-12,36.0545737,-95.923037,117
3749,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-14,1951-09-13,35.2109787,-101.8667601,117
3750,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-15,1951-09-14,35.2109787,-101.8667601,117
3751,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-16,1951-09-15,35.2109787,-101.8667601,117
3752,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-28,1951-09-27,35.2109787,-101.8667601,117
3753,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-29,1951-09-28,35.2109787,-101.8667601,117
3754,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-09-30,1951-09-29,35.2109787,-101.8667601,117
3755,1951-09-12,,,,,,SIU Box 16 folder 4,36.0545737,-95.923037,False,1,1951-10-01,1951-09-30,35.2109787,-101.8667601,117
