fid,Date,City 1,Country 1,City 2,Country 2,Working,Source,"City, Country","City, Country:1",lat:1,lng
563,10 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
564,11 Jul 1951,Port-au-Prince,Haiti,,,y,SIU Box 15 folder 8,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
565,11 Jul 1951,Port-au-Prince,Haiti,,,y,SIU Box 15 folder 8,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
566,12 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
567,12 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
568,13 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
569,13 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
570,14 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
571,14 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
572,15 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
573,15 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
574,16 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
575,16 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
576,17 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
577,17 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
578,18 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
579,18 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
580,19 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
581,19 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
582,20 Jul 1951,Port-au-Prince,Haiti,,,y,FBI file,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
583,20 Jul 1951,Port-au-Prince,Haiti,,,y,FBI file,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
584,21 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
585,21 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
586,22 Jul 1951,Port-au-Prince,Haiti,,,y,MHS Box 22 Personal Log,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
587,22 Jul 1951,Port-au-Prince,Haiti,,,y,MHS Box 22 Personal Log,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
588,23 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
589,23 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
590,24 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
591,24 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
592,25 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
593,25 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
594,26 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
595,26 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
596,27 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
597,27 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
598,28 Jul 1951,Port-au-Prince,Haiti,,,y,"SIU program, MHS Box 22 Personal Log","Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
599,28 Jul 1951,Port-au-Prince,Haiti,,,y,"SIU program, MHS Box 22 Personal Log","Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
600,29 Jul 1951,Port-au-Prince,Haiti,Mexico City,Mexico,n,SIU Box 15 folder 8,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
601,29 Jul 1951,Port-au-Prince,Haiti,Mexico City,Mexico,n,SIU Box 15 folder 8,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
602,30 Jul 1951,Mexico City,Mexico,Guadalajara,Mexico,n,,"Mexico City, Mexico","Mexico City, Mexico",19.371422,-99.150344
603,31 Jul 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
604,1 Aug 1951,Guadalajara,Mexico,,,y,SIU Bic 15 folder 8,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
605,2 Aug 1951,Guadalajara,Mexico,,,y,SIU Bic 15 folder 8,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
606,3 Aug 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
607,4 Aug 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
608,5 Aug 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
609,6 Aug 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
610,7 Aug 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
611,8 Aug 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
612,9 Aug 1951,Guadalajara,Mexico,,,y,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
613,10 Aug 1951,Guadalajara,Mexico,Mexico City,Mexico,n,,"Guadalajara, Mexico","Guadalajara, Mexico",20.673618,-103.351266
614,11 Aug 1951,Mexico City,Mexico,Las Vegas,USA,n,,"Mexico City, Mexico","Mexico City, Mexico",19.371422,-99.150344
615,12 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
616,13 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
617,14 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
618,15 Aug 1951,Las Vegas,USA,,,y,"SIU Box 15 folder 8; Variety","Las Vegas, USA",,,
619,16 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
620,17 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
621,18 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
622,19 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
623,20 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
624,21 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
625,22 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
626,23 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
627,24 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
628,25 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
629,26 Aug 1951,Las Vegas,USA,,,y,"SIU Box 15 folder 8; Variety","Las Vegas, USA",,,
630,27 Aug 1951,Las Vegas,USA,,,y,,"Las Vegas, USA",,,
631,28 Aug 1951,Las Vegas,USA,,,y,SIU Box 15 folder 9,"Las Vegas, USA",,,
632,29 Aug 1951,Las Vegas,USA,Reno,USA,n,,"Las Vegas, USA",,,
633,30 Aug 1951,Reno,USA,,,y,SIU Box 15 folder 8,"Reno, USA",,,
634,31 Aug 1951,Reno,USA,,,y,,"Reno, USA",,,
635,1 Sep 1951,Reno,USA,,,y,,"Reno, USA",,,
636,2 Sep 1951,Reno,USA,,,y,,"Reno, USA",,,
637,3 Sep 1951,Reno,USA,,,y,,"Reno, USA",,,
638,4 Sep 1951,Reno,USA,,,y,,"Reno, USA",,,
639,5 Sep 1951,Reno,USA,,,y,,"Reno, USA",,,
640,6 Sep 1951,Reno,USA,,,y,,"Reno, USA",,,
641,7 Sep 1951,Reno,USA,,,y,"MHS Box 22 Personal Log; SIU Box 15 folder 8","Reno, USA",,,
642,8 Sep 1951,,,,,,,", ",,,
643,9 Sep 1951,,,,,,,", ",,,
644,10 Sep 1951,,,,,,,", ",,,
645,11 Sep 1951,,,,,,,", ",,,
646,12 Sep 1951,,,,,,SIU Box 16 folder 4,", ",,,
647,13 Sep 1951,,,,,,,", ",,,
648,14 Sep 1951,,,,,,,", ",,,
649,15 Sep 1951,,,,,,,", ",,,
650,16 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
651,17 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
652,18 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
653,19 Sep 1951,Hollywood,USA,,,y,"MHS Box 22 Personal Log; SIU Box 15, folder 9","Hollywood, USA",,,
654,20 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
655,21 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
656,22 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
657,23 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
658,24 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
659,25 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
660,26 Sep 1951,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood, USA",,,
661,27 Sep 1951,,,,,,,", ",,,
662,28 Sep 1951,,,,,,,", ",,,
663,29 Sep 1951,,,,,,,", ",,,
664,30 Sep 1951,,,,,,,", ",,,
665,1 Oct 1951,,,,,,,", ",,,
666,2 Oct 1951,New York,USA,,,y,"SIU Box 15, folder 9","New York, USA",,,
667,3 Oct 1951,New York,USA,,,n,,"New York, USA",,,
668,4 Oct 1951,New York,USA,,,n,SIU Box 15 folder 8,"New York, USA",,,
669,5 Oct 1951,,,,,n,,", ",,,
670,6 Oct 1951,New York,USA,Gander,Newfoundland,n,"SIU Box 39 folder 4; flight manifest; Air France 1950 timetable","New York, USA",,,
671,7 Oct 1951,Gander,Newfoundland,Paris ,France,n,,"Gander, Newfoundland",,,
672,8 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
673,9 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
674,10 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
675,11 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
676,12 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
677,13 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
678,14 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
679,15 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
680,16 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
681,17 Oct 1951,Paris,France,,,n,,"Paris, France","Paris, France",48.859116,2.331839
682,18 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
683,19 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
684,20 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
685,21 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
686,22 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
687,23 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
688,24 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
689,25 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
690,26 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
691,27 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
692,28 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
693,29 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
694,30 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
695,31 Oct 1951,Paris,France,,,y,SIU Box 15 folder 9,"Paris, France","Paris, France",48.859116,2.331839
696,1 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
697,2 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
698,3 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
699,4 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
700,5 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
701,6 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
702,7 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
703,8 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
704,9 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
705,10 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
706,11 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
707,12 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
708,13 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
709,14 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
710,15 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
711,16 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
712,17 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
713,18 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
714,19 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
715,20 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
716,21 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
717,22 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
718,23 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
719,24 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
720,25 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
721,26 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
722,27 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
723,28 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
724,29 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
725,30 Nov 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
726,1 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
727,2 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
728,3 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
729,4 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
730,5 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
731,6 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
732,7 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
733,8 Dec 1951,Paris,France,,,y,"MHS Box 22 Personal Log; SIU Box 15 folder 9","Paris, France","Paris, France",48.859116,2.331839
734,9 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
735,10 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
736,11 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
737,12 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
738,13 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
739,14 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
740,15 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
741,16 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
742,17 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
743,18 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
744,19 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
745,20 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
746,21 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
747,22 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
748,23 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
749,24 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
750,25 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
751,26 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
752,27 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
753,28 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
754,29 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
755,30 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
756,31 Dec 1951,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
757,1 Jan 1952,Paris,France,,,y,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
758,2 Jan 1952,Paris,France,,,n,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
759,3 Jan 1952,Paris,France,,,n,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
760,4 Jan 1952,Paris,France,London ,England,n,MHS Box 22 Personal Log,"Paris, France","Paris, France",48.859116,2.331839
761,5 Jan 1952,London,England,,,y,"MHS Box 22 Personal Log; SIU Box 16 folder 1","London, England",,,
762,6 Jan 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
763,7 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
764,8 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
765,9 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
766,10 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
767,11 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
768,12 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
769,13 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
770,14 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
771,15 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
772,16 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
773,17 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
774,18 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
775,19 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
776,20 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
777,21 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
778,22 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
779,23 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
780,24 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
781,25 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
782,26 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
783,27 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
784,28 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
785,29 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
786,30 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
787,31 Jan 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
788,1 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
789,2 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
790,3 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
791,4 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
792,5 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
793,6 Feb 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
794,7 Feb 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
795,8 Feb 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
796,9 Feb 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
797,10 Feb 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
798,11 Feb 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
799,12 Feb 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
800,13 Feb 1952,London,England,,,y,"MHS Box 22 Personal Log; SIU Box 16 folder 1","London, England",,,
801,14 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
802,15 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
803,16 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
804,17 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
805,18 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
806,19 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
807,20 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
808,21 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
809,22 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
810,23 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
811,24 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
812,25 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
813,26 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
814,27 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
815,28 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
816,29 Feb 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
817,1 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
818,2 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
819,3 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
820,4 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
821,5 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
822,6 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
823,7 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
824,8 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
825,9 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
826,10 Mar 1952,London,England,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 4","London, England",,,
827,11 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
828,12 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
829,13 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
830,14 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
831,15 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
