fid,Date,City 1,Country 1,City 2,Country 2,Working,Source,"City, Country","City, Country:1",lat:1,lng
143,20 May 1950,New York City,USA,,,y,"SIU Box 39 folder 2; NYT","New York City, USA",,,
144,21 May 1950,New York City,USA,,,y,SIU Box 39 folder 2,"New York City, USA",,,
145,22 May 1950,New York City,USA,,,n,,"New York City, USA",,,
146,23 May 1950,New York City,USA,,,n,,"New York City, USA",,,
147,24 May 1950,New York City,USA,,,n,,"New York City, USA",,,
148,25 May 1950,New York City,USA,,,n,,"New York City, USA",,,
149,26 May 1950,New York City,USA,,,n,SIU Box 39 folder 2,"New York City, USA",,,
150,27 May 1950,New York City,USA,,,n,SIU Box 39 folder 2,"New York City, USA",,,
151,28 May 1950,New York City,USA,,,n,SIU Box 39 folder 2,"New York City, USA",,,
152,29 May 1950,New York City,USA,,,n,,"New York City, USA",,,
153,30 May 1950,New York City,USA,,,n,,"New York City, USA",,,
154,31 May 1950,New York City,USA,,,n,,"New York City, USA",,,
155,1 Jun 1950,New York City,USA,,,n,,"New York City, USA",,,
156,2 Jun 1950,New York City,USA,,,n,,"New York City, USA",,,
157,3 Jun 1950,New York City,USA,,,n,Brazilian visa documentation,"New York City, USA",,,
158,4 Jun 1950,New York City,USA,,,n,,"New York City, USA",,,
159,5 Jun 1950,New York City,USA,,,n,"flight manifest; flight schedule","New York City, USA",,,
160,6 Jun 1950,Belem,Brazil,,,n,Brazilian visa documentation,"Belem, Brazil","Belem, Brazil",-1.448755,-48.487867
161,7 Jun 1950,Belem,Brazil,Recife,Brazil,n,"MHS Box 22 Personal Log, SIU Box 15, folder 5","Belem, Brazil","Belem, Brazil",-1.448755,-48.487867
162,8 Jun 1950,Recife,Brazil,,,n,"SIU Box 15, Folder 5","Recife, Brazil","Recife, Brazil",-8.055802,-34.921399
163,9 Jun 1950,Recife,Brazil,,,y,"SIU Box 15, Folder 5","Recife, Brazil","Recife, Brazil",-8.055802,-34.921399
164,10 Jun 1950,Recife,Brazil,,,y,SIU Box 39 folder 2,"Recife, Brazil","Recife, Brazil",-8.055802,-34.921399
165,11 Jun 1950,Recife,Brazil,,,y,SIU Box 39 folder 2,"Recife, Brazil","Recife, Brazil",-8.055802,-34.921399
166,12 Jun 1950,Recife,Brazil,,,y,SIU Box 39 folder 2,"Recife, Brazil","Recife, Brazil",-8.055802,-34.921399
167,13 Jun 1950,Recife,Brazil,Rio de Janeiro,Brazil,n,SIU Box 39 folder 2,"Recife, Brazil","Recife, Brazil",-8.055802,-34.921399
168,14 Jun 1950,Rio de Janeiro,Brazil,,,n,"SIU Box 15, Folder 5","Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
169,15 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
170,16 Jun 1950,Rio de Janeiro,Brazil,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 2","Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
171,17 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
172,18 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
173,19 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
174,20 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
175,21 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
176,22 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
177,23 Jun 1950,Rio de Janeiro,Brazil,,,y,"SIU Box 15, Folder 5","Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
178,24 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
179,25 Jun 1950,Rio de Janeiro,Brazil,,,y,"SIU Box 15, Folder 5","Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
180,26 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
181,27 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
182,28 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
183,29 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
184,30 Jun 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
185,1 Jul 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
186,2 Jul 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
187,3 Jul 1950,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
188,4 Jul 1950,Rio de Janeiro,Brazil,,,y,"timetable in personal log SIU Box 42 folder 1; Brazilian visa docs","Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
189,5 Jul 1950,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
190,6 Jul 1950,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
191,7 Jul 1950,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
192,8 Jul 1950,Rio de Janeiro,Brazil,,,n,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
193,9 Jul 1950,Rio de Janeiro,Brazil,,,n,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
194,10 Jul 1950,Rio de Janeiro,Brazil,Sao Paulo,Brazil,n,SIU Box 39 folder 2,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
195,11 Jul 1950,Sao Paulo,Brazil,,,y,"SIU Box 39 folder 2; SIU Box 104 folder 4","Sao Paulo, Brazil",,,
196,12 Jul 1950,Sao Paulo,Brazil,,,y,SIU Box 15 folder 5,"Sao Paulo, Brazil",,,
197,13 Jul 1950,Sao Paulo,Brazil,,,y,SIU Box 39 folder 2,"Sao Paulo, Brazil",,,
198,14 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
199,15 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
200,16 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
201,17 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
202,18 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
203,19 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
204,20 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
205,21 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
206,22 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
207,23 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
208,24 Jul 1950,Sao Paulo,Brazil,,,y,SIU program,"Sao Paulo, Brazil",,,
209,25 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
210,26 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
211,27 Jul 1950,Sao Paulo,Brazil,,,y,,"Sao Paulo, Brazil",,,
212,28 Jul 1950,Sao Paulo,Brazil,,,n,,"Sao Paulo, Brazil",,,
213,29 Jul 1950,Sao Paulo,Brazil,Rio de Janeiro,Brazil,y,"SIU Box 39 folder 2; SIU Box 104 folder 4; SIU Box 42 folder 1","Sao Paulo, Brazil",,,
214,30 Jul 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
215,31 Jul 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
216,1 Aug 1950,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 2,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
217,2 Aug 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
218,3 Aug 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
219,4 Aug 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
220,5 Aug 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
221,6 Aug 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
222,7 Aug 1950,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
223,8 Aug 1950,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
224,9 Aug 1950,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
225,10 Aug 1950,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
226,11 Aug 1950,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
227,12 Aug 1950,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
228,13 Aug 1950,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
229,14 Aug 1950,Rio de Janeiro,Brazil,Montevideo,Uruguay,n,SIU Box 39 folder 3,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",-22.935024,-43.518246
230,15 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
231,16 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
232,17 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
233,18 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
234,19 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
235,20 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
236,21 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
237,22 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
238,23 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
239,24 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
240,25 Aug 1950,Montevideo,Uruguay,,,y,"SIU program; MHS Box 22 Personal Log; SIU Box 39 folder 3","Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
241,26 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 104 folder 4,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
242,27 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 104 folder 4,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
243,28 Aug 1950,Montevideo,Uruguay,,,y,"SIU Box 104 folder 4; SIU Box 42 folder 1","Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
244,29 Aug 1950,Montevideo,Uruguay,,,y,SIU Box 104 folder 4,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
245,30 Aug 1950,Montevideo,Uruguay,Buenos Aires,Argentina,n,,"Montevideo, Uruguay","Montevideo, Uruguay",-34.83346,-56.16735
246,31 Aug 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
247,1 Sep 1950,Buenos Aires,Argentina,,,y,"SIU program; MHS Box 22 Personal Log; SIU Box 104 folder 4","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
248,2 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
249,3 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
250,4 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
251,5 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
252,6 Sep 1950,Buenos Aires,Argentina,,,y,"SIU Box 15, folder 6","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
253,7 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
254,8 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
255,9 Sep 1950,Buenos Aires,Argentina,,,y,SIU Box 42 folder 1,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
256,10 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
257,11 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
258,12 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
259,13 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
260,14 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
261,15 Sep 1950,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
262,16 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
263,17 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
264,18 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
265,19 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
266,20 Sep 1950,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
267,21 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
268,22 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
269,23 Sep 1950,Buenos Aires,Argentina,,,y,"SIU Box 15, folder 6","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
270,24 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
271,25 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
272,26 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
273,27 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
274,28 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
275,29 Sep 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
276,30 Sep 1950,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
277,1 Oct 1950,Buenos Aires,Argentina,,,y,"NYT 01 Oct 1950, p106","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
278,2 Oct 1950,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
279,3 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
280,4 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
281,5 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
282,6 Oct 1950,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
283,7 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
284,8 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
285,9 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
286,10 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
287,11 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
288,12 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
289,13 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
290,14 Oct 1950,Buenos Aires,Argentina,,,y,"SIU Box 15, folder 6","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
291,15 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
292,16 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
293,17 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
294,18 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
295,19 Oct 1950,Buenos Aires,Argentina,,,y,"Variety Vol. 180, Iss. 13,  (Dec 6, 1950): 17; Vol. 180, Iss. 10,  (Nov 15, 1950): 12","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
296,20 Oct 1950,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
297,21 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
298,22 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
299,23 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
300,24 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
301,25 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
302,26 Oct 1950,Buenos Aires,Argentina,,,y,SIU program,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
303,27 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
304,28 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
305,29 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
306,30 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
307,31 Oct 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
308,1 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
309,2 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
310,3 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
311,4 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
312,5 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
313,6 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
314,7 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
315,8 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
316,9 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
317,10 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
318,11 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
319,12 Nov 1950,Buenos Aires,Argentina,,,y,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
320,13 Nov 1950,Buenos Aires,Argentina,,,y,"Variety Vol. 180, Iss. 13, (Dec 6, 1950): 17; Vol. 180, Iss. 10, (Nov 15, 1950): 12","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
321,14 Nov 1950,,,,,,,", ",,,
322,15 Nov 1950,,,,,,,", ",,,
323,16 Nov 1950,,,,,,,", ",,,
324,17 Nov 1950,,,,,,,", ",,,
325,18 Nov 1950,,,,,,,", ",,,
326,19 Nov 1950,,,,,,,", ",,,
327,20 Nov 1950,,,,,,,", ",,,
328,21 Nov 1950,,,,,,,", ",,,
329,22 Nov 1950,,,,,,,", ",,,
330,23 Nov 1950,,,Santiago,Chile,n,"El Mercurio [Santiago de Chile] 23 Nov. 1950 p 47 ""La extra�a fascinaci�n de los rituales negros nos trae Katherine Dunham""",", ",,,
331,24 Nov 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 24 Nov. 1950 p 44 ""Ma�ana debuts en el Municipal Katherine Dunham y su Compa�ia""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
332,25 Nov 1950,Santiago,Chile,,,y,"Das; El Mercurio [Santiago de Chile] 6 Nov. 1950 p 55 ""Katherine Dunham viene al Municipal con su brillante espect�culo""; El Mercurio [Santiago de Chile] 7 Nov. 1950 p 43 ""Katherine Dunham y su brillante espect�culo al Municipal, debutando el s�bado 25""; El Mercurio [Santiago de Chile] 25 Nov. 1950 p 52 advert and p 52 ""Tarde y noche se presenta hoy en el Municipal Katherine Dunham""; El Mercurio [Santiago de Chile] 26 Nov. 1950 p 43 ""Debut de Katherine Dunham""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
333,26 Nov 1950,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 26 Nov. 1950 p 43 advertisement,"Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
334,27 Nov 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 27 Nov. 1950 p 50 advertisement and p 49 ""Exito de Katherine Dunham en el Municipal""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
335,28 Nov 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 28 Nov. 1950 p 43 advertisement and p 41 ""Nuevo espect�culo ofrece hoy Katherine Dunham y su Compa�ia""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
336,29 Nov 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 29 Nov. 1950 p 46 advertisement and p 45 ""Katherine Dunham ofrece hoy en el Municipal brillante programa""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
337,30 Nov 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 30 Nov. 1950 p 49 advertisement and p 49 ""Digno y brillante espect�culo de Katherine Dunham en el Municipal""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
338,1 Dec 1950,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 1 Dec. 1950 p 44 advertisement,"Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
339,2 Dec 1950,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 2 Dec. 1950 p 47 advertisement,"Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
