,date,city_1,country_1,city_2,country_2,working,source,lat,lng,same
1085,1952-12-21,Bergamo,Italy,,,y,MHS Box 22 Personal Log,45.6982642,9.6772698,True
1086,1952-12-22,Verona,Italy,,,y,MHS Box 22 Personal Log,45.43838419999999,10.9916215,False
1087,1952-12-23,Verona,Italy,Bologna,Italy,n,,45.43838419999999,10.9916215,True
1088,1952-12-24,Bologna,Italy,,,y,MHS Box 22 Personal Log,44.494887,11.3426162,False
1089,1952-12-25,Bologna,Italy,,,y,MHS Box 22 Personal Log,44.494887,11.3426162,True
1090,1952-12-26,Bologna,Italy,,,y,MHS Box 22 Personal Log,44.494887,11.3426162,True
1091,1952-12-27,,,,,,,35.2109787,-101.8667601,False
1092,1952-12-28,,,,,,,35.2109787,-101.8667601,False
1093,1952-12-29,,,,,,,35.2109787,-101.8667601,False
1094,1952-12-30,,,,,,,35.2109787,-101.8667601,False
1095,1952-12-31,,,,,,,35.2109787,-101.8667601,False
1096,1953-01-01,Rome,Italy,,,n,SIU Box 16 folder 4,41.9027835,12.4963655,False
1097,1953-01-02,Rome,Italy,,,n,,41.9027835,12.4963655,True
1098,1953-01-03,Rome,Italy,,,n,,41.9027835,12.4963655,True
1099,1953-01-04,Rome,Italy,,,n,,41.9027835,12.4963655,True
1100,1953-01-05,Rome,Italy,,,n,,41.9027835,12.4963655,True
1101,1953-01-06,Rome,Italy,,,n,SIU Box 16 folder 4,41.9027835,12.4963655,True
1102,1953-01-07,,,,,,,35.2109787,-101.8667601,False
1103,1953-01-08,Paris,France,,,y,MHS Box 22 Personal Log,48.856614,2.3522219,False
1104,1953-01-09,Paris,France,,,y,SIU Box 39 folder 5,48.856614,2.3522219,True
1105,1953-01-10,Paris,France,,,y,,48.856614,2.3522219,True
1106,1953-01-11,Paris,France,,,y,,48.856614,2.3522219,True
1107,1953-01-12,Paris,France,,,y,,48.856614,2.3522219,True
1108,1953-01-13,Paris,France,,,y,,48.856614,2.3522219,True
1109,1953-01-14,Paris,France,,,y,,48.856614,2.3522219,True
1110,1953-01-15,Paris,France,,,y,SIU Box 16 folder 4,48.856614,2.3522219,True
1111,1953-01-16,Paris,France,,,y,,48.856614,2.3522219,True
1112,1953-01-17,Paris,France,,,y,,48.856614,2.3522219,True
1113,1953-01-18,Paris,France,,,y,,48.856614,2.3522219,True
1114,1953-01-19,Paris,France,,,y,SIU Box 16 folder 4,48.856614,2.3522219,True
1115,1953-01-20,Paris,France,,,y,,48.856614,2.3522219,True
1116,1953-01-21,Paris,France,,,y,,48.856614,2.3522219,True
1117,1953-01-22,Paris,France,,,y,,48.856614,2.3522219,True
1118,1953-01-23,Paris,France,,,y,,48.856614,2.3522219,True
1119,1953-01-24,Paris,France,,,y,SIU Box 16 folder 4,48.856614,2.3522219,True
1120,1953-01-25,Paris,France,,,y,,48.856614,2.3522219,True
1121,1953-01-26,Paris,France,,,y,,48.856614,2.3522219,True
1122,1953-01-27,Paris,France,,,y,,48.856614,2.3522219,True
1123,1953-01-28,Paris,France,,,y,SIU Box 16 folder 4,48.856614,2.3522219,True
1124,1953-01-29,Paris,France,,,y,,48.856614,2.3522219,True
1125,1953-01-30,Paris,France,,,y,SIU Box 39 folder 5,48.856614,2.3522219,True
1126,1953-01-31,Paris,France,,,y,,48.856614,2.3522219,True
1127,1953-02-01,Paris,France,,,y,,48.856614,2.3522219,True
1128,1953-02-02,Paris,France,,,y,,48.856614,2.3522219,True
1129,1953-02-03,Paris,France,,,y,,48.856614,2.3522219,True
1130,1953-02-04,Paris,France,,,y,SIU Box 39 folder 5; SIU Box 16 folder 4,48.856614,2.3522219,True
1131,1953-02-05,Paris,France,,,y,SIU Box 16 folder 4,48.856614,2.3522219,True
1132,1953-02-06,Paris,France,,,y,,48.856614,2.3522219,True
1133,1953-02-07,Paris,France,,,y,,48.856614,2.3522219,True
1134,1953-02-08,Paris,France,,,y,,48.856614,2.3522219,True
1135,1953-02-09,Paris,France,,,y,SIU Box 16 folder 4,48.856614,2.3522219,True
1136,1953-02-10,Paris,France,,,y,,48.856614,2.3522219,True
1137,1953-02-11,Paris,France,,,y,SIU Box 16 folder 4,48.856614,2.3522219,True
1138,1953-02-12,Paris,France,,,y,,48.856614,2.3522219,True
1139,1953-02-13,Paris,France,,,y,,48.856614,2.3522219,True
1140,1953-02-14,Paris,France,,,y,,48.856614,2.3522219,True
1141,1953-02-15,Paris,France,,,y,SIU Box 16 folder 3,48.856614,2.3522219,True
1142,1953-02-16,,,,,,,35.2109787,-101.8667601,False
1143,1953-02-17,,,,,,,35.2109787,-101.8667601,False
1144,1953-02-18,,,,,,,35.2109787,-101.8667601,False
1145,1953-02-19,,,,,,,35.2109787,-101.8667601,False
1146,1953-02-20,,,,,,,35.2109787,-101.8667601,False
1147,1953-02-21,Bordeaux,France,,,y,SIU Box 39 folder 5,44.837789,-0.57918,False
1148,1953-02-22,Bordeaux,France,,,y,SIU Box 16 folder 4,44.837789,-0.57918,True
1149,1953-02-23,,,Paris ,France,n,SIU Box 39 folder 5,36.0545737,-95.923037,False
1150,1953-02-24,Paris,France,,,,SIU Box 39 folder 5,48.856614,2.3522219,False
1151,1953-02-25,Paris,France,,,,SIU Box 39 folder 5,48.856614,2.3522219,True
1152,1953-02-26,Paris,France,,,,SIU Box 39 folder 5,48.856614,2.3522219,True
1153,1953-02-27,Paris,France,,,,SIU Box 39 folder 5,48.856614,2.3522219,True
1154,1953-02-28,Paris,France,,,,SIU Box 39 folder 5,48.856614,2.3522219,True
1155,1953-03-01,Paris,France,,,,SIU Box 39 folder 5,48.856614,2.3522219,True
1156,1953-03-02,Paris,France,,,,,48.856614,2.3522219,True
1157,1953-03-03,Paris,France,,,,,48.856614,2.3522219,True
1158,1953-03-04,Paris,France,,,,SIU Box 39 folder 5,48.856614,2.3522219,True
1159,1953-03-05,,,,,,,35.2109787,-101.8667601,False
1160,1953-03-06,,,,,,,35.2109787,-101.8667601,False
1161,1953-03-07,,,,,,,35.2109787,-101.8667601,False
1162,1953-03-08,,,,,,,35.2109787,-101.8667601,False
1163,1953-03-09,,,,,,,35.2109787,-101.8667601,False
1164,1953-03-10,,,,,,,35.2109787,-101.8667601,False
1165,1953-03-11,,,,,,,35.2109787,-101.8667601,False
1166,1953-03-12,,,,,,,35.2109787,-101.8667601,False
1167,1953-03-13,Oran,Algeria,,,y,SIU Box 16 folder 5,35.6970697,-0.6307988,False
1168,1953-03-14,Oran,Algeria,,,y,SIU Box 16 folder 5,35.6970697,-0.6307988,True
1169,1953-03-15,,,,,,,35.2109787,-101.8667601,False
1170,1953-03-16,,,,,,,35.2109787,-101.8667601,False
1171,1953-03-17,Casablanca,Morocco,,,y,SIU Box 16 folder 5,33.5731104,-7.589843399999999,False
1172,1953-03-18,Casablanca,Morocco,,,y,SIU Box 16 folder 5,33.5731104,-7.589843399999999,True
1173,1953-03-19,,,,,,,35.2109787,-101.8667601,False
1174,1953-03-20,,,,,,,35.2109787,-101.8667601,False
1175,1953-03-21,,,,,,,35.2109787,-101.8667601,False
1176,1953-03-22,,,,,,,35.2109787,-101.8667601,False
1177,1953-03-23,,,,,,,35.2109787,-101.8667601,False
1178,1953-03-24,,,,,,,35.2109787,-101.8667601,False
1179,1953-03-25,,,,,,,35.2109787,-101.8667601,False
1180,1953-03-26,Paris,France,,,n,SIU Box 16 folder 5,48.856614,2.3522219,False
1181,1953-03-27,Paris,France,New York City,USA,n,Air France Flight manifest,48.856614,2.3522219,True
1182,1953-03-28,New York City,USA,,,n,,40.7127753,-74.0059728,False
1183,1953-03-29,New York City,USA,Chicago,Illinois,n,SIU Box 16 folder 5,40.7127753,-74.0059728,True
1184,1953-03-30,Chicago,Illinois,,,n,,41.8781136,-87.6297982,False
1185,1953-03-31,,,,,,,35.2109787,-101.8667601,False
1186,1953-04-01,,,,,,,35.2109787,-101.8667601,False
1187,1953-04-02,Joliet,Illinois,,,n,,41.525031,-88.0817251,False
1188,1953-04-03,,,,,,,35.2109787,-101.8667601,False
1189,1953-04-04,,,,,,,35.2109787,-101.8667601,False
1190,1953-04-05,,,,,,,35.2109787,-101.8667601,False
1191,1953-04-06,,,,,,,35.2109787,-101.8667601,False
1192,1953-04-07,,,,,,,,,False
1193,1953-04-08,,,,,,,35.2109787,-101.8667601,False
1194,1953-04-09,,,,,,,35.2109787,-101.8667601,False
1195,1953-04-10,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,False
1196,1953-04-11,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1197,1953-04-12,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1198,1953-04-13,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1199,1953-04-14,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1200,1953-04-15,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1201,1953-04-16,Hollywood,USA,,,y,SIU Box 39 folder 5,34.0928092,-118.3286614,True
1202,1953-04-17,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1203,1953-04-18,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1204,1953-04-19,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1205,1953-04-20,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1206,1953-04-21,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1207,1953-04-22,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1208,1953-04-23,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1209,1953-04-24,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1210,1953-04-25,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1211,1953-04-26,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1212,1953-04-27,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1213,1953-04-28,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1214,1953-04-29,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1215,1953-04-30,Hollywood,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 5,34.0928092,-118.3286614,True
1216,1953-05-01,Hollywood,USA,,,y,SIU Box 16 folder 5,34.0928092,-118.3286614,True
1217,1953-05-02,San Francisco,USA,,,n,SIU Box 16 folder 6,37.7749295,-122.4194155,False
1218,1953-05-03,San Francisco,USA,,,n,,37.7749295,-122.4194155,True
1219,1953-05-04,San Francisco,USA,,,n,SIU Box 16 folder 4,37.7749295,-122.4194155,True
1220,1953-05-05,San Francisco,USA,,,y,SIU Box 16 folder 5; SIU Box 16 folder 6,37.7749295,-122.4194155,True
1221,1953-05-06,San Francisco,USA,,,y,SIU Box 39 folder 5,37.7749295,-122.4194155,True
1222,1953-05-07,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1223,1953-05-08,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1224,1953-05-09,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1225,1953-05-10,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1226,1953-05-11,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1227,1953-05-12,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1228,1953-05-13,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1229,1953-05-14,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1230,1953-05-15,San Francisco,USA,,,y,SIU Box 16 folder 5,37.7749295,-122.4194155,True
1231,1953-05-16,San Francisco,USA,,,y,,37.7749295,-122.4194155,True
1232,1953-05-17,San Francisco,USA,,,y,MHS Box 22 Personal Log,37.7749295,-122.4194155,True
1233,1953-05-18,San Francisco,USA,,,y,MHS Box 22 Personal Log,37.7749295,-122.4194155,True
1234,1953-05-19,San Francisco,USA,,,y,MHS Box 22 Personal Log,37.7749295,-122.4194155,True
1235,1953-05-20,San Francisco,USA,,,y,MHS Box 22 Personal Log,37.7749295,-122.4194155,True
1236,1953-05-21,San Francisco,USA,,,y,MHS Box 22 Personal Log,37.7749295,-122.4194155,True
1237,1953-05-22,San Francisco,USA,,,y,MHS Box 22 Personal Log,37.7749295,-122.4194155,True
1238,1953-05-23,San Francisco,USA,,,y,MHS Box 22 Personal Log,37.7749295,-122.4194155,True
1239,1953-05-24,San Francisco,USA,Las Vegas,USA,n,,37.7749295,-122.4194155,True
1240,1953-05-25,Las Vegas,USA,,,n,,36.1699412,-115.1398296,False
1241,1953-05-26,Las Vegas,USA,,,y,,36.1699412,-115.1398296,True
1242,1953-05-27,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1243,1953-05-28,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1244,1953-05-29,Las Vegas,USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6,36.1699412,-115.1398296,True
1245,1953-05-30,Las Vegas,USA,,,y,MHS Box 22 Personal Log; SIU Box 16 folder 6,36.1699412,-115.1398296,True
1246,1953-05-31,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1247,1953-06-01,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1248,1953-06-02,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1249,1953-06-03,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1250,1953-06-04,Hollywood,USA,,,n,MHS Box 22 Personal Log,34.0928092,-118.3286614,False
1251,1953-06-05,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,False
1252,1953-06-06,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1253,1953-06-07,Las Vegas,USA,,,y,SIU Box 16 folder 6,36.1699412,-115.1398296,True
1254,1953-06-08,Hollywood,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,34.0928092,-118.3286614,False
1255,1953-06-09,Hollywood,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,34.0928092,-118.3286614,True
1256,1953-06-10,Hollywood,USA,,,y,SIU Box 16 folder 7,,,True
1257,1953-06-11,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1258,1953-06-12,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1259,1953-06-13,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1260,1953-06-14,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1261,1953-06-15,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1262,1953-06-16,Hollywood,USA,Reno,USA,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1263,1953-06-17,Reno,USA,,,y,SIU Box 16 folder 7,39.5296329,-119.8138027,False
1264,1953-06-18,Reno,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1265,1953-06-19,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1266,1953-06-20,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1267,1953-06-21,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1268,1953-06-22,Hollywood,USA,,,y,MHS Box 22 Personal Log; SIU Box 39 folder 5; SIU Box 16 folder 7 - says Reno,34.0928092,-118.3286614,False
1269,1953-06-23,Reno,USA,,,y,MHS Box 22 Personal Log,39.5296329,-119.8138027,False
1270,1953-06-24,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1271,1953-06-25,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1272,1953-06-26,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1273,1953-06-27,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1274,1953-06-28,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1275,1953-06-29,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1276,1953-06-30,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1277,1953-07-01,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1278,1953-07-02,Reno,USA,Hollywood,USA,n,MHS Box 22 Personal Log; SIU Box 16 folder 7,39.5296329,-119.8138027,True
1279,1953-07-03,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,False
1280,1953-07-04,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1281,1953-07-05,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1282,1953-07-06,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1283,1953-07-07,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1284,1953-07-08,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1285,1953-07-09,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1286,1953-07-10,Hollywood,USA,,,n,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1287,1953-07-11,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1288,1953-07-12,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1289,1953-07-13,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1290,1953-07-14,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1291,1953-07-15,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1292,1953-07-16,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1293,1953-07-17,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1294,1953-07-18,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1295,1953-07-19,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1296,1953-07-20,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1297,1953-07-21,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1298,1953-07-22,Hollywood,USA,,,y,MHS Box 22 Personal Log; SIU Box 16 folder 7,34.0928092,-118.3286614,True
1299,1953-07-23,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1300,1953-07-24,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1301,1953-07-25,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1302,1953-07-26,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1303,1953-07-27,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1304,1953-07-28,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1305,1953-07-29,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1306,1953-07-30,Hollywood,USA,,,y,SIU Box 16 folder 7,34.0928092,-118.3286614,True
1307,1953-07-31,Hollywood,USA,,,n,,34.0928092,-118.3286614,True
1308,1953-08-01,Hollywood,USA,Vancouver,Canada,n,SIU Box 39 folder 5; SIU Box 16 folder 7,34.0928092,-118.3286614,True
1309,1953-08-02,Vancouver,Canada,,,y,SIU Box 39 folder 5,49.2827291,-123.1207375,False
1310,1953-08-03,Vancouver,Canada,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1311,1953-08-04,Vancouver,Canada,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6,49.2827291,-123.1207375,True
1312,1953-08-05,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1313,1953-08-06,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1314,1953-08-07,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1315,1953-08-08,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1316,1953-08-09,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1317,1953-08-10,Vancouver,Canada,,,y,MHS Box 22 Personal Log; SIU Box 16 folder 6,49.2827291,-123.1207375,True
1318,1953-08-11,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1319,1953-08-12,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1320,1953-08-13,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1321,1953-08-14,Vancouver,Canada,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1322,1953-08-15,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,49.2827291,-123.1207375,True
1323,1953-08-16,Vancouver,Canada,,,,,49.2827291,-123.1207375,True
1324,1953-08-17,,,,,,,35.2109787,-101.8667601,False
1325,1953-08-18,"Crystal Bay, NV",USA,,,n,,39.2278272,-120.0047095,False
1326,1953-08-19,"Crystal Bay, NV",USA,,,y,,39.2278272,-120.0047095,True
1327,1953-08-20,"Crystal Bay, NV",USA,,,y,,39.2278272,-120.0047095,True
1328,1953-08-21,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,39.2278272,-120.0047095,True
1329,1953-08-22,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,39.2278272,-120.0047095,True
1330,1953-08-23,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,39.2278272,-120.0047095,True
1331,1953-08-24,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,39.2278272,-120.0047095,True
1332,1953-08-25,"Crystal Bay, NV",USA,,,y,SIU Box 16 folder 6,39.2278272,-120.0047095,True
1333,1953-08-26,"Crystal Bay, NV",USA,,,y,SIU Box 16 folder 6,39.2278272,-120.0047095,True
1334,1953-08-27,"Crystal Bay, NV",USA,,,y,SIU Box 16 folder 6,39.2278272,-120.0047095,True
1335,1953-08-28,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,False
1336,1953-08-29,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1337,1953-08-30,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1338,1953-08-31,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1339,1953-09-01,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1340,1953-09-02,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1341,1953-09-03,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1342,1953-09-04,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1343,1953-09-05,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1344,1953-09-06,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1345,1953-09-07,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1346,1953-09-08,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1347,1953-09-09,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1348,1953-09-10,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1349,1953-09-11,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1350,1953-09-12,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1351,1953-09-13,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1352,1953-09-14,Hollywood,USA,,,y,SIU Box 16 folder 2,34.0928092,-118.3286614,True
1353,1953-09-15,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1354,1953-09-16,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1355,1953-09-17,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1356,1953-09-18,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1357,1953-09-19,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1358,1953-09-20,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1359,1953-09-21,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1360,1953-09-22,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1361,1953-09-23,Hollywood,USA,,,y,SIU Box 39 folder 5,34.0928092,-118.3286614,True
1362,1953-09-24,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1363,1953-09-25,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1364,1953-09-26,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1365,1953-09-27,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1366,1953-09-28,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1367,1953-09-29,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1368,1953-09-30,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1369,1953-10-01,Hollywood,USA,,,y,SIU Box 39 folder 5,34.0928092,-118.3286614,True
1370,1953-10-02,Hollywood,USA,,,y,SIU Box 16 folder 8,34.0928092,-118.3286614,True
1371,1953-10-03,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1372,1953-10-04,Hollywood,USA,,,y,SIU Box 16 folder 8,34.0928092,-118.3286614,True
1373,1953-10-05,Hollywood,USA,,,y,,34.0928092,-118.3286614,True
1374,1953-10-06,,,,,n,,36.0545737,-95.923037,False
1375,1953-10-07,,,,,n,,36.0545737,-95.923037,False
1376,1953-10-08,Havana,Cuba,,,n,,23.1135925,-82.3665956,False
