,date,city_1,country_1,city_2,country_2,working,source,location,lat,lng,geocoded_location
249,1950-09-07,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
250,1950-09-08,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
251,1950-09-09,Buenos Aires,Argentina,,,y,SIU Box 42 folder 1,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
252,1950-09-10,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
253,1950-09-11,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
254,1950-09-12,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
255,1950-09-13,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
256,1950-09-14,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
257,1950-09-15,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires,Argentina",,,
258,1950-09-16,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
259,1950-09-17,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
260,1950-09-18,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
261,1950-09-19,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
262,1950-09-20,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires,Argentina",-34.6036844,-58.3815591,
263,1950-09-21,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
264,1950-09-22,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
265,1950-09-23,Buenos Aires,Argentina,,,y,"SIU Box 15, folder 6","Buenos Aires,Argentina",,,
266,1950-09-24,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
267,1950-09-25,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
268,1950-09-26,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
269,1950-09-27,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
270,1950-09-28,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
271,1950-09-29,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
272,1950-09-30,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires,Argentina",-34.6036844,-58.3815591,
273,1950-10-01,Buenos Aires,Argentina,,,y,"NYT 01 Oct 1950, p106","Buenos Aires,Argentina",-34.6036844,-58.3815591,
274,1950-10-02,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires,Argentina",-34.6036844,-58.3815591,
275,1950-10-03,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
276,1950-10-04,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
277,1950-10-05,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
278,1950-10-06,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires,Argentina",-34.6036844,-58.3815591,
279,1950-10-07,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
280,1950-10-08,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
281,1950-10-09,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
282,1950-10-10,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
283,1950-10-11,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
284,1950-10-12,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
285,1950-10-13,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
286,1950-10-14,Buenos Aires,Argentina,,,y,"SIU Box 15, folder 6","Buenos Aires,Argentina",-34.6036844,-58.3815591,
287,1950-10-15,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
288,1950-10-16,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
289,1950-10-17,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
290,1950-10-18,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
291,1950-10-19,Buenos Aires,Argentina,,,y,"Variety Vol. 180, Iss. 13,  (Dec 6, 1950): 17; Vol. 180, Iss. 10,  (Nov 15, 1950): 12","Buenos Aires,Argentina",-34.6036844,-58.3815591,
292,1950-10-20,Buenos Aires,Argentina,,,y,"SIU program, MHS Box 22 Personal Log","Buenos Aires,Argentina",-34.6036844,-58.3815591,
293,1950-10-21,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
294,1950-10-22,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
295,1950-10-23,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
296,1950-10-24,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
297,1950-10-25,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
298,1950-10-26,Buenos Aires,Argentina,,,y,SIU program,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
299,1950-10-27,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
300,1950-10-28,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
301,1950-10-29,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
302,1950-10-30,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
303,1950-10-31,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
304,1950-11-01,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
305,1950-11-02,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
306,1950-11-03,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
307,1950-11-04,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
308,1950-11-05,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
309,1950-11-06,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
310,1950-11-07,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
311,1950-11-08,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
312,1950-11-09,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
313,1950-11-10,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
314,1950-11-11,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
315,1950-11-12,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
316,1950-11-13,Buenos Aires,Argentina,,,y,"Variety Vol. 180, Iss. 13, (Dec 6, 1950): 17; Vol. 180, Iss. 10, (Nov 15, 1950): 12","Buenos Aires,Argentina",-34.6036844,-58.3815591,
317,1950-11-14,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
318,1950-11-15,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
319,1950-11-16,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
320,1950-11-17,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
321,1950-11-18,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
322,1950-11-19,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
323,1950-11-20,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
324,1950-11-21,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
325,1950-11-22,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
326,1950-11-23,,,Santiago,Chile,n,"El Mercurio [Santiago de Chile] 23 Nov. 1950 p 47 ""La extraña fascinación de los rituales negros nos trae Katherine Dunham""","nan,nan",36.0545737,-95.923037,
327,1950-11-24,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 24 Nov. 1950 p 44 ""Mañana debuts en el Municipal Katherine Dunham y su Compañia""","Santiago,Chile",-33.4488897,-70.6692655,
328,1950-11-25,Santiago,Chile,,,y,"Das; El Mercurio [Santiago de Chile] 6 Nov. 1950 p 55 ""Katherine Dunham viene al Municipal con su brillante espectáculo""; El Mercurio [Santiago de Chile] 7 Nov. 1950 p 43 ""Katherine Dunham y su brillante espectáculo al Municipal, debutando el sábado 25""; El Mercurio [Santiago de Chile] 25 Nov. 1950 p 52 advert and p 52 ""Tarde y noche se presenta hoy en el Municipal Katherine Dunham""; El Mercurio [Santiago de Chile] 26 Nov. 1950 p 43 ""Debut de Katherine Dunham""","Santiago,Chile",-33.4488897,-70.6692655,
329,1950-11-26,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 26 Nov. 1950 p 43 advertisement,"Santiago,Chile",-33.4488897,-70.6692655,
330,1950-11-27,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 27 Nov. 1950 p 50 advertisement and p 49 ""Exito de Katherine Dunham en el Municipal""","Santiago,Chile",-33.4488897,-70.6692655,
331,1950-11-28,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 28 Nov. 1950 p 43 advertisement and p 41 ""Nuevo espectáculo ofrece hoy Katherine Dunham y su Compañia""","Santiago,Chile",-33.4488897,-70.6692655,
332,1950-11-29,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 29 Nov. 1950 p 46 advertisement and p 45 ""Katherine Dunham ofrece hoy en el Municipal brillante programa""","Santiago,Chile",-33.4488897,-70.6692655,
333,1950-11-30,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 30 Nov. 1950 p 49 advertisement and p 49 ""Digno y brillante espectáculo de Katherine Dunham en el Municipal""","Santiago,Chile",-33.4488897,-70.6692655,
334,1950-12-01,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 1 Dec. 1950 p 44 advertisement,"Santiago,Chile",-33.4488897,-70.6692655,
335,1950-12-02,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 2 Dec. 1950 p 47 advertisement,"Santiago,Chile",-33.4488897,-70.6692655,
336,1950-12-03,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 3 Dec. 1950 p 49 advertisement and p 49 ""Atrayentes funciones ofrece hoy Katherine Dunham en el Municipal""","Santiago,Chile",-33.4488897,-70.6692655,
337,1950-12-04,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 4 Dec. 1950 p 49 advertisement and p 49 ""Soberbio espectáculo ofrece hoy Katherine Dunham""","Santiago,Chile",-33.4488897,-70.6692655,
338,1950-12-05,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 4 Dec. 1950 p 49 advertisement and p 49 ""Soberbio espectáculo ofrece hoy Katherine Dunham""","Santiago,Chile",-33.4488897,-70.6692655,
339,1950-12-06,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 6 Dec. 1950 p 45 advertisement ,"Santiago,Chile",-33.4488897,-70.6692655,
340,1950-12-07,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 7 Dec. 1950 p 45 advertisement and p 45 ""Hoy pargrama extraordinaio y el sábado dos estrenos nos ofrece Katherine Dunham""","Santiago,Chile",-33.4488897,-70.6692655,
341,1950-12-08,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 7 Dec. 1950 p 45 advertisement,"Santiago,Chile",-33.4488897,-70.6692655,
342,1950-12-09,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 8 Dec. 1950 p 57 advertisement and p 57 and ""Katherine Dunham ofrece mañana dos estrenos absolutos""; El Mercurio [Santiago de Chile] 9 Dec. 1950 p 37 advertisement and p 39 ""Dos estrenos absolutos nos ofrece hoy Katherine Dunham""","Santiago,Chile",,,
343,1950-12-10,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 10 Dec. 1950 p 39 (advert),"Santiago,Chile",-33.4488897,-70.6692655,
344,1950-12-11,Santiago,Chile,Buenos Aires,Argentina,n,,"Santiago,Chile",,,
345,1950-12-12,Buenos Aires,Argentina,Mar del Plata,Argentina,n,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
346,1950-12-13,Mar del Plata,Argentina,,,n,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
347,1950-12-14,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
348,1950-12-15,Mar del Plata,Argentina,,,y,SIU program,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
349,1950-12-16,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
350,1950-12-17,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
351,1950-12-18,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
352,1950-12-19,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
353,1950-12-20,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
354,1950-12-21,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
355,1950-12-22,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
356,1950-12-23,Mar del Plata,Argentina,,,y,SIU program,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
357,1950-12-24,Mar del Plata,Argentina,,,y,SIU Box 39 folder 4,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
358,1950-12-25,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
359,1950-12-26,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
360,1950-12-27,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
361,1950-12-28,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
362,1950-12-29,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
363,1950-12-30,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
364,1950-12-31,Mar del Plata,Argentina,,,y,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
365,1951-01-01,Mar del Plata,Argentina,,,y,SIU Box 39 folder 4,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
366,1951-01-02,Mar del Plata,Argentina,,,n,,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
367,1951-01-03,Mar del Plata,Argentina,,,n,SIU Box 95 folder 3,"Mar del Plata,Argentina",-38.0054771,-57.5426106,
368,1951-01-04,Buenos Aires,Argentina,,,n,SIU Box 95 folder 3,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
369,1951-01-05,Buenos Aires,Argentina,Lima,Peru,n,MHS Box 22 Personal Log; SIU Box 95 folder 3,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
370,1951-01-06,Lima,Peru,,,n,MHS Box 22 Personal Log; SIU Box 15 folder 7; SIU Box 95 folder 3,"Lima,Peru",-12.0463731,-77.042754,
371,1951-01-07,Lima,Peru,,,n,MHS Box 22 Personal Log; SIU Box 15 folder 7,"Lima,Peru",-12.0463731,-77.042754,
372,1951-01-08,Lima,Peru,,,n,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
373,1951-01-09,Lima,Peru,,,n,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
374,1951-01-10,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
375,1951-01-11,Lima,Peru,,,y,MHS Box 22 Personal Log; SIU Box 39 folder 4; SIU Box 95 folder 3,"Lima,Peru",,,
376,1951-01-12,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
377,1951-01-13,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
378,1951-01-14,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
379,1951-01-15,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
380,1951-01-16,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",,,
381,1951-01-17,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
382,1951-01-18,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
383,1951-01-19,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
384,1951-01-20,Lima,Peru,,,y,MHS Box 22 Personal Log; NYT,"Lima,Peru",-12.0463731,-77.042754,
385,1951-01-21,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
386,1951-01-22,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
387,1951-01-23,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
388,1951-01-24,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima,Peru",-12.0463731,-77.042754,
389,1951-01-25,Lima,Peru,,,y,SIU program,"Lima,Peru",-12.0463731,-77.042754,
390,1951-01-26,Lima,Peru,,,y,MHS Box 22 Personal Log; SIU Box 95 folder 3,"Lima,Peru",-12.0463731,-77.042754,
391,1951-01-27,Lima,Peru,,,y,SIU program,"Lima,Peru",-12.0463731,-77.042754,
392,1951-01-28,Lima,Peru,,,y,MHS Box 22 Personal Log; SIU Box 15 folder 7,"Lima,Peru",-12.0463731,-77.042754,
393,1951-01-29,Lima,Peru,Quito,Ecuador,n,MHS Box 22 Personal Log; SIU Box 15 folder 7; SIU Box 95 folder 3,"Lima,Peru",-12.0463731,-77.042754,
394,1951-01-30,Quito,Ecuador,,,y,MHS Box 22 Personal Log; SIU Box 15 folder 7,"Quito,Ecuador",-0.1806532,-78.4678382,
395,1951-01-31,Quito,Ecuador,,,y,MHS Box 22 Personal Log,"Quito,Ecuador",-0.1806532,-78.4678382,
396,1951-02-01,Quito,Ecuador,,,y,MHS Box 22 Personal Log,"Quito,Ecuador",-0.1806532,-78.4678382,
397,1951-02-02,Quito,Ecuador,Cali,Colombia,n,MHS Box 22 Personal Log,"Quito,Ecuador",-0.1806532,-78.4678382,
398,1951-02-03,Cali,Colombia,,,y,,"Cali,Colombia",3.4516467,-76.5319854,
399,1951-02-04,Cali,Colombia,Bogota,Colombia,n,,"Cali,Colombia",3.4516467,-76.5319854,
400,1951-02-05,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota,Colombia",4.710988599999999,-74.072092,
401,1951-02-06,Bogota,Colombia,,,y,SIU Box 15 folder 7; Box 39 folder 4,"Bogota,Colombia",4.710988599999999,-74.072092,
402,1951-02-07,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota,Colombia",,,
403,1951-02-08,Bogota,Colombia,,,y,,"Bogota,Colombia",4.710988599999999,-74.072092,
404,1951-02-09,Bogota,Colombia,,,y,,"Bogota,Colombia",4.710988599999999,-74.072092,
405,1951-02-10,Bogota,Colombia,,,y,,"Bogota,Colombia",4.710988599999999,-74.072092,
406,1951-02-11,Bogota,Colombia,,,y,SIU Box 95 folder 3,"Bogota,Colombia",4.710988599999999,-74.072092,
407,1951-02-12,Bogota,Colombia,,,y,,"Bogota,Colombia",4.710988599999999,-74.072092,
408,1951-02-13,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota,Colombia",4.710988599999999,-74.072092,
409,1951-02-14,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota,Colombia",4.710988599999999,-74.072092,
410,1951-02-15,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota,Colombia",,,
411,1951-02-16,Bogota,Colombia,,,y,SIU Box 15 folder 7; SIU Box 95 folder 3,"Bogota,Colombia",4.710988599999999,-74.072092,
412,1951-02-17,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota,Colombia",4.710988599999999,-74.072092,
413,1951-02-18,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota,Colombia",4.710988599999999,-74.072092,
414,1951-02-19,Bogota,Colombia,Medellin,Colombia,n,SIU Box 15 folder 7; SIU Box 95 folder 3,"Bogota,Colombia",4.710988599999999,-74.072092,
415,1951-02-20,Medellin,Colombia,,,y,SIU Box 95 folder 3,"Medellin,Colombia",6.244203,-75.5812119,
416,1951-02-21,Medellin,Colombia,Barranquilla,Colombia,n,SIU Box 39 folder 4; SIU Box 95 folder 3,"Medellin,Colombia",,,
417,1951-02-22,Barranquilla,Colombia,,,y,SIU program; MHS Box 22 Personal Log; SIU Box 95 folder 3,"Barranquilla,Colombia",11.0041072,-74.80698129999999,
418,1951-02-23,Barranquilla,Colombia,,,y,SIU program; MHS Box 22 Personal Log; SIU Box 95 folder 3,"Barranquilla,Colombia",11.0041072,-74.80698129999999,
419,1951-02-24,Barranquilla,Colombia,Cartagena,Colombia,y,MHS Box 22 Personal Log,"Barranquilla,Colombia",,,
420,1951-02-25,Cartagena,Colombia,Barranquilla,Colombia,n,MHS Box 22 Personal Log,"Cartagena,Colombia",10.3910485,-75.4794257,
421,1951-02-26,Barranquilla,Colombia,,,n,MHS Box 22 Personal Log,"Barranquilla,Colombia",11.0041072,-74.80698129999999,
422,1951-02-27,Barranquilla,Colombia,,,n,MHS Box 22 Personal Log,"Barranquilla,Colombia",11.0041072,-74.80698129999999,
423,1951-02-28,Barranquilla,Colombia,Caracas,Venezuela,n,MHS Box 22 Personal Log,"Barranquilla,Colombia",11.0041072,-74.80698129999999,
424,1951-03-01,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
425,1951-03-02,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
426,1951-03-03,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
427,1951-03-04,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
428,1951-03-05,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
429,1951-03-06,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
430,1951-03-07,Caracas,Venezuela,,,y,MHS Box 22 Personal Log,"Caracas,Venezuela",,,
431,1951-03-08,Caracas,Venezuela,,,y,MHS Box 22 Personal Log,"Caracas,Venezuela",10.4805937,-66.90360629999999,
432,1951-03-09,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
433,1951-03-10,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
434,1951-03-11,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas,Venezuela",10.4805937,-66.90360629999999,
435,1951-03-12,Caracas,Venezuela,Kingston,Jamaica,n,,"Caracas,Venezuela",10.4805937,-66.90360629999999,
436,1951-03-13,Kingston,Jamaica,,,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
437,1951-03-14,Kingston,Jamaica,Petion-Ville,Haiti,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
438,1951-03-15,Petion-Ville,Haiti,,,y,,"Petion-Ville,Haiti",18.5138139,-72.2881907,
439,1951-03-16,Petion-Ville,Haiti,,,y,SIU Box 39 folder 4,"Petion-Ville,Haiti",18.5138139,-72.2881907,
440,1951-03-17,Petion-Ville,Haiti,,,y,SIU Box 39 folder 4,"Petion-Ville,Haiti",18.5138139,-72.2881907,
441,1951-03-18,Petion-Ville,Haiti,,,y,SIU Box 39 folder 4,"Petion-Ville,Haiti",18.5138139,-72.2881907,
442,1951-03-19,Petion-Ville,Haiti,Kingston,Jamaica,n,SIU Box 39 folder 4,"Petion-Ville,Haiti",18.5138139,-72.2881907,
443,1951-03-20,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
444,1951-03-21,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
445,1951-03-22,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
446,1951-03-23,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
447,1951-03-24,Kingston,Jamaica,,,n,SIU Box 16 folder 7,"Kingston,Jamaica",18.0178743,-76.8099041,
448,1951-03-25,Kingston,Jamaica,,,n,SIU Box 16 folder 7; Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
449,1951-03-26,Kingston,Jamaica,,,n,SIU Box 16 folder 7; Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
450,1951-03-27,Kingston,Jamaica,,,n,SIU Box 16 folder 7; Box 39 folder 4,"Kingston,Jamaica",,,
451,1951-03-28,Kingston,Jamaica,,,n,SIU Box 16 folder 7; Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
452,1951-03-29,Kingston,Jamaica,,,y,"SIU program, MHS Box 22 Personal Log","Kingston,Jamaica",18.0178743,-76.8099041,
453,1951-03-30,Kingston,Jamaica,,,y,SIU Box 39 folder 4,"Kingston,Jamaica",,,
454,1951-03-31,Kingston,Jamaica,,,n,SIU Box 39 folder 4; NYT,"Kingston,Jamaica",18.0178743,-76.8099041,
455,1951-04-01,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",,,
456,1951-04-02,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
457,1951-04-03,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
458,1951-04-04,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston,Jamaica",18.0178743,-76.8099041,
459,1951-04-05,Kingston,Jamaica,,,n,,"Kingston,Jamaica",,,
460,1951-04-06,Kingston,Jamaica,,,n,,"Kingston,Jamaica",,,
461,1951-04-07,Kingston,Jamaica,,,n,,"Kingston,Jamaica",,,
462,1951-04-08,Kingston,Jamaica,,,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
463,1951-04-09,Kingston,Jamaica,,,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
464,1951-04-10,Kingston,Jamaica,,,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
465,1951-04-11,Kingston,Jamaica,,,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
466,1951-04-12,Kingston,Jamaica,,,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
467,1951-04-13,Kingston,Jamaica,,,n,,"Kingston,Jamaica",18.0178743,-76.8099041,
