,date,city_1,country_1,city_2,country_2,working,source,location,lat,lng,geocoded_location
1253,1953-06-07,Las Vegas,USA,,,y,SIU Box 16 folder 6,"Las Vegas,USA",36.1699412,-115.1398296,
1254,1953-06-08,Hollywood,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1255,1953-06-09,Hollywood,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1256,1953-06-10,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1257,1953-06-11,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",,,
1258,1953-06-12,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1259,1953-06-13,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1260,1953-06-14,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1261,1953-06-15,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1262,1953-06-16,Hollywood,USA,Reno,USA,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1263,1953-06-17,Reno,USA,,,y,SIU Box 16 folder 7,"Reno,USA",,,
1264,1953-06-18,Reno,USA,,,y,SIU Box 16 folder 4; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1265,1953-06-19,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1266,1953-06-20,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1267,1953-06-21,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1268,1953-06-22,Hollywood,USA,,,y,MHS Box 22 Personal Log; SIU Box 39 folder 5; SIU Box 16 folder 7 - says Reno,"Hollywood,USA",34.0928092,-118.3286614,
1269,1953-06-23,Reno,USA,,,y,MHS Box 22 Personal Log,"Reno,USA",39.5296329,-119.8138027,
1270,1953-06-24,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",,,
1271,1953-06-25,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1272,1953-06-26,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1273,1953-06-27,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1274,1953-06-28,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1275,1953-06-29,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1276,1953-06-30,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",,,
1277,1953-07-01,Reno,USA,,,y,SIU Box 16 folder 6; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1278,1953-07-02,Reno,USA,Hollywood,USA,n,MHS Box 22 Personal Log; SIU Box 16 folder 7,"Reno,USA",39.5296329,-119.8138027,
1279,1953-07-03,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1280,1953-07-04,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1281,1953-07-05,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1282,1953-07-06,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1283,1953-07-07,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1284,1953-07-08,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1285,1953-07-09,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1286,1953-07-10,Hollywood,USA,,,n,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1287,1953-07-11,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1288,1953-07-12,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1289,1953-07-13,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1290,1953-07-14,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1291,1953-07-15,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1292,1953-07-16,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",,,
1293,1953-07-17,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1294,1953-07-18,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1295,1953-07-19,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1296,1953-07-20,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1297,1953-07-21,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1298,1953-07-22,Hollywood,USA,,,y,MHS Box 22 Personal Log; SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1299,1953-07-23,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1300,1953-07-24,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1301,1953-07-25,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1302,1953-07-26,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1303,1953-07-27,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1304,1953-07-28,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1305,1953-07-29,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1306,1953-07-30,Hollywood,USA,,,y,SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1307,1953-07-31,Hollywood,USA,,,n,,"Hollywood,USA",34.0928092,-118.3286614,
1308,1953-08-01,Hollywood,USA,Vancouver,Canada,n,SIU Box 39 folder 5; SIU Box 16 folder 7,"Hollywood,USA",34.0928092,-118.3286614,
1309,1953-08-02,Vancouver,Canada,,,y,SIU Box 39 folder 5,"Vancouver,Canada",49.2827291,-123.1207375,
1310,1953-08-03,Vancouver,Canada,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1311,1953-08-04,Vancouver,Canada,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6,"Vancouver,Canada",49.2827291,-123.1207375,
1312,1953-08-05,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1313,1953-08-06,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1314,1953-08-07,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1315,1953-08-08,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1316,1953-08-09,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1317,1953-08-10,Vancouver,Canada,,,y,MHS Box 22 Personal Log; SIU Box 16 folder 6,"Vancouver,Canada",49.2827291,-123.1207375,
1318,1953-08-11,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1319,1953-08-12,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1320,1953-08-13,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1321,1953-08-14,Vancouver,Canada,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1322,1953-08-15,Vancouver,Canada,,,y,SIU Box 16 folder 6; SIU Box 17 folder 7,"Vancouver,Canada",49.2827291,-123.1207375,
1323,1953-08-16,Vancouver,Canada,,,,,"Vancouver,Canada",49.2827291,-123.1207375,
1324,1953-08-17,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1325,1953-08-18,"Crystal Bay, NV",USA,,,n,,"Crystal Bay, NV,USA",,,
1326,1953-08-19,"Crystal Bay, NV",USA,,,y,,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1327,1953-08-20,"Crystal Bay, NV",USA,,,y,,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1328,1953-08-21,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1329,1953-08-22,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1330,1953-08-23,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1331,1953-08-24,"Crystal Bay, NV",USA,,,y,SIU Box 39 folder 5; SIU Box 16 folder 6; MHS Log,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1332,1953-08-25,"Crystal Bay, NV",USA,,,y,SIU Box 16 folder 6,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1333,1953-08-26,"Crystal Bay, NV",USA,,,y,SIU Box 16 folder 6,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1334,1953-08-27,"Crystal Bay, NV",USA,,,y,SIU Box 16 folder 6,"Crystal Bay, NV,USA",39.2278272,-120.0047095,
1335,1953-08-28,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1336,1953-08-29,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",,,
1337,1953-08-30,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",,,
1338,1953-08-31,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1339,1953-09-01,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1340,1953-09-02,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1341,1953-09-03,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1342,1953-09-04,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1343,1953-09-05,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1344,1953-09-06,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1345,1953-09-07,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1346,1953-09-08,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1347,1953-09-09,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1348,1953-09-10,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1349,1953-09-11,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1350,1953-09-12,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1351,1953-09-13,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",,,
1352,1953-09-14,Hollywood,USA,,,y,SIU Box 16 folder 2,"Hollywood,USA",34.0928092,-118.3286614,
1353,1953-09-15,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1354,1953-09-16,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1355,1953-09-17,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1356,1953-09-18,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1357,1953-09-19,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1358,1953-09-20,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1359,1953-09-21,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1360,1953-09-22,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1361,1953-09-23,Hollywood,USA,,,y,SIU Box 39 folder 5,"Hollywood,USA",34.0928092,-118.3286614,
1362,1953-09-24,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1363,1953-09-25,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1364,1953-09-26,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1365,1953-09-27,Hollywood,USA,,,y,,"Hollywood,USA",,,
1366,1953-09-28,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1367,1953-09-29,Hollywood,USA,,,y,,"Hollywood,USA",,,
1368,1953-09-30,Hollywood,USA,,,y,,"Hollywood,USA",,,
1369,1953-10-01,Hollywood,USA,,,y,SIU Box 39 folder 5,"Hollywood,USA",34.0928092,-118.3286614,
1370,1953-10-02,Hollywood,USA,,,y,SIU Box 16 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
1371,1953-10-03,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1372,1953-10-04,Hollywood,USA,,,y,SIU Box 16 folder 8,"Hollywood,USA",,,
1373,1953-10-05,Hollywood,USA,,,y,,"Hollywood,USA",34.0928092,-118.3286614,
1374,1953-10-06,,,,,n,,"nan,nan",36.0545737,-95.923037,
1375,1953-10-07,,,,,n,,"nan,nan",36.0545737,-95.923037,
1376,1953-10-08,Havana,Cuba,,,n,,"Havana,Cuba",23.1135925,-82.3665956,
1377,1953-10-09,Havana,Cuba,,,n,"FBI file; letter to Dale dated Oct 10, 1953 in SIU Box 16 folder 8","Havana,Cuba",23.1135925,-82.3665956,
1378,1953-10-10,Havana,Cuba,,,n,"letter to Dale dated Oct 10, 1953 in SIU Box 16 folder 9","Havana,Cuba",23.1135925,-82.3665956,
1379,1953-10-11,,,,,n,,"nan,nan",,,
1380,1953-10-12,,,,,n,,"nan,nan",,,
1381,1953-10-13,Los Angeles,USA,,,y,"MHS Box 22, Personal Log","Los Angeles,USA",34.0522342,-118.2436849,
1382,1953-10-14,Los Angeles,USA,,,y,,"Los Angeles,USA",,,
1383,1953-10-15,Los Angeles,USA,,,y,,"Los Angeles,USA",34.0522342,-118.2436849,
1384,1953-10-16,Los Angeles,USA,,,y,SIU Box 16 folder 8,"Los Angeles,USA",,,
1385,1953-10-17,Los Angeles,USA,,,y,,"Los Angeles,USA",34.0522342,-118.2436849,
1386,1953-10-18,Los Angeles,USA,,,y,,"Los Angeles,USA",34.0522342,-118.2436849,
1387,1953-10-19,Los Angeles,USA,,,y,,"Los Angeles,USA",34.0522342,-118.2436849,
1388,1953-10-20,Los Angeles,USA,,,y,,"Los Angeles,USA",34.0522342,-118.2436849,
1389,1953-10-21,Los Angeles,USA,,,y,SIU Box 16 folder 8,"Los Angeles,USA",34.0522342,-118.2436849,
1390,1953-10-22,Los Angeles,USA,,,y,,"Los Angeles,USA",,,
1391,1953-10-23,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1392,1953-10-24,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1393,1953-10-25,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1394,1953-10-26,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1395,1953-10-27,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1396,1953-10-28,,,,,,,"NaT,NaT",,,
1397,1953-10-29,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1398,1953-10-30,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1399,1953-10-31,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1400,1953-11-01,San Francisco,USA,,,y,SIU Box 16 folder 9,"San Francisco,USA",37.7749295,-122.4194155,
1401,1953-11-02,San Francisco,USA,,,y,SIU Box 16 folder 9,"San Francisco,USA",37.7749295,-122.4194155,
1402,1953-11-03,San Francisco,USA,,,,,"San Francisco,USA",37.7749295,-122.4194155,
1403,1953-11-04,San Francisco ,USA,,,,,"San Francisco ,USA",37.7749295,-122.4194155,
1404,1953-11-05,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1405,1953-11-06,,,,,,,"NaT,NaT",,,
1406,1953-11-07,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1407,1953-11-08,,,,,,,"NaT,NaT",,,
1408,1953-11-09,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1409,1953-11-10,Beverly Hills,USA,,,n,SIU Box 16 folder 9,"Beverly Hills,USA",34.0736204,-118.4003563,
1410,1953-11-11,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1411,1953-11-12,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1412,1953-11-13,,,,,,,"NaT,NaT",,,
1413,1953-11-14,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1414,1953-11-15,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1415,1953-11-16,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1416,1953-11-17,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1417,1953-11-18,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
1418,1953-11-19,New York,USA,Paris,France,n,SIU Box 39 folder 5,"New York,USA",40.7127753,-74.0059728,
1419,1953-11-20,Paris,France,Rome,Italy,n,SIU Box 39 folder 5,"Paris,France",48.856614,2.3522219,
1420,1953-11-21,,,,,,,"NaT,NaT",,,
1421,1953-11-22,,,,,,,"NaT,NaT",,,
1422,1953-11-23,Rome,Italy,,,,SIU Box 39 folder 5,"Rome,Italy",41.9027835,12.4963655,
1423,1953-11-24,Rome,Italy,,,,,"Rome,Italy",41.9027835,12.4963655,
1424,1953-11-25,Rome,Italy,,,y,SIU Box 16 folder 9,"Rome,Italy",41.9027835,12.4963655,
1425,1953-11-26,Rome,Italy,,,y,,"Rome,Italy",,,
1426,1953-11-27,Rome,Italy,,,y,,"Rome,Italy",,,
1427,1953-11-28,Rome,Italy,,,y,,"Rome,Italy",,,
1428,1953-11-29,Rome,Italy,,,y,,"Rome,Italy",,,
1429,1953-11-30,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1430,1953-12-01,Rome,Italy,,,y,,"Rome,Italy",,,
1431,1953-12-02,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1432,1953-12-03,Rome,Italy,,,y,,"Rome,Italy",,,
1433,1953-12-04,Rome,Italy,,,y,,"Rome,Italy",,,
1434,1953-12-05,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1435,1953-12-06,Rome,Italy,,,y,,"Rome,Italy",,,
1436,1953-12-07,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1437,1953-12-08,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1438,1953-12-09,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1439,1953-12-10,Rome,Italy,,,y,SIU Box 39 folder 5,"Rome,Italy",41.9027835,12.4963655,
1440,1953-12-11,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1441,1953-12-12,Rome,Italy,,,y,,"Rome,Italy",,,
1442,1953-12-13,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1443,1953-12-14,Rome,Italy,,,y,SIU Box 16 folder 9,"Rome,Italy",41.9027835,12.4963655,
1444,1953-12-15,Rome,Italy,,,y,,"Rome,Italy",,,
1445,1953-12-16,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1446,1953-12-17,Rome,Italy,,,y,,"Rome,Italy",,,
1447,1953-12-18,Rome,Italy,,,y,SIU Box 16 folder 9,"Rome,Italy",,,
1448,1953-12-19,Rome,Italy,,,y,,"Rome,Italy",,,
1449,1953-12-20,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1450,1953-12-21,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1451,1953-12-22,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1452,1953-12-23,Rome,Italy,,,y,,"Rome,Italy",,,
1453,1953-12-24,Rome,Italy,,,y,,"Rome,Italy",,,
1454,1953-12-25,Rome,Italy,,,y,,"Rome,Italy",,,
1455,1953-12-26,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1456,1953-12-27,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1457,1953-12-28,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1458,1953-12-29,Rome,Italy,,,y,,"Rome,Italy",,,
1459,1953-12-30,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
1460,1953-12-31,Rome,Italy,,,y,,"Rome,Italy",41.9027835,12.4963655,
